student_name,student_id,education_qualification,skills,certifications,projects,job_role,salary_expectation,experience_years,location_preference
Rahul Verma,S280,B.Tech CSE,,Google Data Analytics,Data Dashboard,AI Engineer,450000.0,0.0,Bangalore
Rahul Verma,S375,B.Com,"React, Node.js",Data Science with R,Student Portal,Cloud Engineer,500000.0,4.0,Mumbai
Kiran Das,S499,M.Sc Data Science,"AI, ML, Python",Excel Basics,Library Management,AI Engineer,800000.0,0.0,Mumbai
Kiran Das,S338,B.Sc IT,"Python, ML, SQL",Leadership Basics,Student Portal,AI Engineer,800000.0,,Mumbai
Ravi Singh,S237,B.Sc IT,"AI, ML, Python",Azure Fundamentals,Sales Forecasting,Data Scientist,600000.0,1.0,Pune
Meena Rani,S208,M.Tech AI,"Java, Spring",AI Certification,Customer Retention,Data Scientist,800000.0,4.0,Ahmedabad
Priya Sharma,S213,,"React, Node.js",Google Data Analytics,Student Portal,HR Analyst,700000.0,0.0,Ahmedabad
Rahul Verma,S296,M.Tech AI,"React, Node.js",Data Science with R,Customer Retention,HR Analyst,400000.0,4.0,Ahmedabad
Arjun Rao,S317,M.Tech AI,,Google Data Analytics,E-commerce Website,Data Analyst,600000.0,,Ahmedabad
Rahul Verma,S252,B.Com,"Python, ML, SQL",AI Certification,Market Analysis,Web Developer,500000.0,1.0,Chennai
Neha Gupta,S032,B.Sc IT,"React, Node.js",Google Data Analytics,E-commerce Website,HR Analyst,700000.0,2.0,
Rahul Verma,S462,MBA,"Python, ML, SQL",AWS Cloud Practitioner,Market Analysis,AI Engineer,350000.0,2.0,Jaipur
Rahul Verma,S456,,"AI, ML, Python",Digital Marketing,HR Automation,Web Developer,350000.0,4.0,Remote
Arjun Rao,S283,M.Tech AI,"Cloud, DevOps",,E-commerce Website,Data Analyst,,3.0,Jaipur
Priya Sharma,S304,MBA,,AI Certification,Student Portal,Full Stack Developer,800000.0,2.0,Chennai
Arjun Rao,S351,MCA,"Python, Excel",Azure Fundamentals,Web Scraper,AI Engineer,500000.0,0.0,Hyderabad
Amit Kumar,S270,MBA,"AI, ML, Python",Java Foundations,Sales Forecasting,AI Engineer,,2.0,Ahmedabad
Arjun Rao,S446,MBA,"Python, Excel",Python for Everyone,Sales Forecasting,Data Analyst,500000.0,1.0,Remote
Priya Sharma,S202,B.Sc IT,,,Sales Forecasting,Data Analyst,800000.0,3.0,Pune
Meena Rani,S162,M.Tech AI,"Cloud, DevOps",Excel Basics,E-commerce Website,HR Analyst,500000.0,4.0,Chennai
Meena Rani,S044,M.Tech AI,"Cloud, DevOps",Digital Marketing,Web Scraper,HR Analyst,700000.0,,Hyderabad
Ravi Singh,S218,M.Tech AI,"Cloud, DevOps",Java Foundations,Customer Retention,Full Stack Developer,450000.0,4.0,Ahmedabad
Sneha Patel,S402,MCA,"AI, ML, Python",Azure Fundamentals,Sales Forecasting,AI Engineer,450000.0,,Mumbai
Meena Rani,S191,B.Tech CSE,"Data Analytics, Power BI",,Customer Retention,Data Scientist,400000.0,,Bangalore
Kiran Das,S477,B.Tech ECE,"C++, HTML, CSS",Google Data Analytics,Customer Retention,Data Scientist,550000.0,4.0,Kolkata
Meena Rani,S310,BBA,"React, Node.js",Python for Everyone,HR Automation,Web Developer,400000.0,4.0,Jaipur
Ravi Singh,S260,B.Com,"Cloud, DevOps",AWS Cloud Practitioner,Data Dashboard,Data Scientist,800000.0,,Bangalore
Kiran Das,S106,BBA,"Python, Excel",Data Science with R,Student Portal,Marketing Executive,550000.0,,
Rahul Verma,S054,B.Com,"C++, HTML, CSS",Python for Everyone,HR Automation,HR Analyst,450000.0,,Jaipur
Amit Kumar,S390,B.Tech ECE,"Data Analytics, Power BI",Excel Basics,HR Automation,Business Analyst,500000.0,0.0,Bangalore
Kiran Das,S002,B.Com,"Data Analytics, Power BI",,,Data Scientist,400000.0,2.0,Chennai
Arjun Rao,S491,B.Com,"React, Node.js",Python for Everyone,Web Scraper,Full Stack Developer,500000.0,1.0,Ahmedabad
Arjun Rao,S360,B.Tech ECE,"Data Analytics, Power BI",Digital Marketing,Student Portal,AI Engineer,800000.0,0.0,Delhi
Arjun Rao,S050,MCA,"AI, ML, Python",AI Certification,Web Scraper,AI Engineer,400000.0,,Bangalore
Rahul Verma,S420,BBA,"Python, ML, SQL",Java Foundations,Student Portal,Data Analyst,500000.0,4.0,Kolkata
Amit Kumar,S081,BBA,,Data Science with R,Library Management,Data Analyst,350000.0,,Remote
Rahul Verma,S206,BBA,"Data Analytics, Power BI",Google Data Analytics,Data Dashboard,Business Analyst,500000.0,1.0,Jaipur
Priya Sharma,S035,B.Sc IT,"AI, ML, Python",AWS Cloud Practitioner,Customer Retention,Cloud Engineer,400000.0,0.0,Delhi
Amit Kumar,S431,BBA,"Cloud, DevOps",Azure Fundamentals,,Marketing Executive,450000.0,3.0,Chennai
Rahul Verma,S264,B.Tech ECE,,,E-commerce Website,AI Engineer,550000.0,0.0,
Rahul Verma,S428,,"Java, Spring",,Customer Retention,Marketing Executive,350000.0,3.0,Hyderabad
Neha Gupta,S455,B.Tech CSE,"AI, ML, Python",,AI Chatbot,Data Scientist,550000.0,1.0,Jaipur
Sneha Patel,S444,M.Tech AI,"Marketing, Sales",,Student Portal,Marketing Executive,,1.0,Chennai
Neha Gupta,S367,BBA,"C++, HTML, CSS",Digital Marketing,Web Scraper,Software Developer,900000.0,4.0,Bangalore
Ankit Mehta,S092,B.Tech CSE,"Marketing, Sales",Google Data Analytics,HR Automation,Marketing Executive,900000.0,0.0,Bangalore
Arjun Rao,S340,BCA,"Python, Excel",AI Certification,Library Management,Web Developer,,3.0,Jaipur
Ankit Mehta,S422,B.Com,"Cloud, DevOps",Google Data Analytics,Library Management,Full Stack Developer,350000.0,0.0,Remote
Arjun Rao,S053,MCA,"Cloud, DevOps",Google Data Analytics,Market Analysis,Web Developer,,2.0,Mumbai
Priya Sharma,S346,MCA,"Management, Excel",Excel Basics,Data Dashboard,Business Analyst,450000.0,0.0,
Ravi Singh,S265,BCA,"Data Analytics, Power BI",Excel Basics,Student Portal,HR Analyst,450000.0,0.0,Jaipur
Priya Sharma,S395,M.Sc Data Science,"C++, HTML, CSS",,Sales Forecasting,Cloud Engineer,400000.0,4.0,Mumbai
Neha Gupta,S242,MCA,"Marketing, Sales",Leadership Basics,,Full Stack Developer,550000.0,3.0,Kolkata
Kiran Das,S014,B.Sc IT,"React, Node.js",Data Science with R,AI Chatbot,Web Developer,350000.0,3.0,Jaipur
Meena Rani,S316,BCA,"Cloud, DevOps",Azure Fundamentals,,Data Scientist,600000.0,,Mumbai
Arjun Rao,S089,B.Sc IT,"Cloud, DevOps",Azure Fundamentals,AI Chatbot,Data Scientist,500000.0,1.0,Mumbai
Ravi Singh,S388,M.Tech AI,"Python, Excel",Google Data Analytics,Sales Forecasting,Marketing Executive,400000.0,2.0,Jaipur
Priya Sharma,S274,MBA,"Python, ML, SQL",Java Foundations,Student Portal,HR Analyst,450000.0,1.0,Jaipur
Arjun Rao,S167,M.Tech AI,"Data Analytics, Power BI",Excel Basics,Student Portal,Full Stack Developer,800000.0,4.0,Bangalore
Amit Kumar,S383,B.Sc IT,"Cloud, DevOps",Excel Basics,Customer Retention,Business Analyst,900000.0,1.0,Hyderabad
Arjun Rao,S485,BBA,"Cloud, DevOps",Azure Fundamentals,Sales Forecasting,Data Analyst,500000.0,0.0,Remote
Ankit Mehta,S353,MCA,"Data Analytics, Power BI",,Data Dashboard,HR Analyst,,1.0,Delhi
Amit Kumar,S105,MBA,"React, Node.js",Digital Marketing,HR Automation,Cloud Engineer,350000.0,1.0,Mumbai
Neha Gupta,S244,,"React, Node.js",Data Science with R,Customer Retention,Marketing Executive,350000.0,4.0,Remote
Priya Sharma,S190,B.Tech CSE,"Data Analytics, Power BI",Leadership Basics,Customer Retention,Software Developer,450000.0,0.0,Pune
Ravi Singh,S476,BBA,"React, Node.js",AI Certification,Market Analysis,Marketing Executive,900000.0,,Delhi
Rahul Verma,S010,B.Sc IT,"Java, Spring",Google Data Analytics,,Marketing Executive,500000.0,0.0,Delhi
Ankit Mehta,S059,B.Tech ECE,"Python, Excel",Data Science with R,Data Dashboard,Business Analyst,350000.0,0.0,Pune
Rahul Verma,S475,M.Tech AI,"Management, Excel",Excel Basics,HR Automation,Web Developer,350000.0,,Remote
Kiran Das,S253,M.Tech AI,"Cloud, DevOps",Digital Marketing,E-commerce Website,Data Analyst,400000.0,4.0,Ahmedabad
Meena Rani,S022,B.Tech ECE,"AI, ML, Python",Google Data Analytics,Customer Retention,HR Analyst,450000.0,3.0,Bangalore
Priya Sharma,S314,B.Tech CSE,"React, Node.js",Leadership Basics,Student Portal,Business Analyst,800000.0,3.0,Mumbai
Ankit Mehta,S460,MBA,"C++, HTML, CSS",Java Foundations,Data Dashboard,Data Scientist,800000.0,1.0,Delhi
Rahul Verma,S161,MBA,"Management, Excel",Excel Basics,HR Automation,Data Analyst,600000.0,0.0,Pune
Sneha Patel,S277,MBA,"React, Node.js",Azure Fundamentals,Student Portal,Software Developer,800000.0,1.0,Chennai
Amit Kumar,S192,B.Com,"C++, HTML, CSS",Java Foundations,Student Portal,Web Developer,450000.0,3.0,Hyderabad
Arjun Rao,S386,B.Sc IT,"Cloud, DevOps",Leadership Basics,Market Analysis,Marketing Executive,600000.0,,Delhi
Ravi Singh,S414,B.Sc IT,"AI, ML, Python",,Library Management,Web Developer,550000.0,0.0,Bangalore
Rahul Verma,S492,B.Tech CSE,"Management, Excel",,Library Management,HR Analyst,,4.0,Ahmedabad
Ravi Singh,S344,B.Sc IT,"Marketing, Sales",Google Data Analytics,Library Management,HR Analyst,600000.0,4.0,Pune
Ravi Singh,S309,B.Sc IT,"React, Node.js",AWS Cloud Practitioner,HR Automation,Marketing Executive,450000.0,,Hyderabad
Kiran Das,S131,B.Sc IT,"Management, Excel",AI Certification,,AI Engineer,700000.0,4.0,Remote
Sneha Patel,S100,M.Tech AI,"React, Node.js",Google Data Analytics,Student Portal,Data Analyst,600000.0,3.0,Hyderabad
Amit Kumar,S373,B.Tech ECE,"Java, Spring",Google Data Analytics,Market Analysis,Data Scientist,800000.0,0.0,Pune
Ravi Singh,S088,MCA,"Cloud, DevOps",Google Data Analytics,Library Management,Software Developer,900000.0,0.0,Remote
Ravi Singh,S459,BBA,"Data Analytics, Power BI",AI Certification,Data Dashboard,Software Developer,550000.0,,
Sneha Patel,S331,BCA,"C++, HTML, CSS",Java Foundations,,Web Developer,500000.0,4.0,Mumbai
Neha Gupta,S215,MCA,"C++, HTML, CSS",Data Science with R,HR Automation,AI Engineer,600000.0,,Remote
Ankit Mehta,S467,BCA,"C++, HTML, CSS",Leadership Basics,Sales Forecasting,HR Analyst,500000.0,2.0,Hyderabad
Meena Rani,S122,BCA,"Python, ML, SQL",Digital Marketing,,Software Developer,600000.0,4.0,Kolkata
Rahul Verma,S021,B.Sc IT,"Python, ML, SQL",Google Data Analytics,E-commerce Website,AI Engineer,800000.0,0.0,Bangalore
Sneha Patel,S072,BBA,"Python, Excel",Azure Fundamentals,Market Analysis,Marketing Executive,600000.0,,Kolkata
Amit Kumar,S107,M.Tech AI,"React, Node.js",Excel Basics,Customer Retention,Cloud Engineer,900000.0,1.0,Kolkata
Meena Rani,S271,M.Sc Data Science,"Python, ML, SQL",Digital Marketing,Customer Retention,HR Analyst,350000.0,3.0,Pune
Rahul Verma,S436,BBA,"Management, Excel",Excel Basics,Sales Forecasting,Data Analyst,550000.0,2.0,Delhi
Ankit Mehta,S103,B.Com,"AI, ML, Python",Leadership Basics,Sales Forecasting,Web Developer,450000.0,2.0,Chennai
