student_name,student_id,education_qualification,skills,certifications,projects,job_role,salary_expectation,experience_years,location_preference,skill_count,primary_skill,degree_level
Priya Sharma,S488,M.Sc Data Science,"React, Node.js",AI Certification,Web Scraper,HR Analyst,550000.0,0,Hyderabad,2.0,React,Masters
Arjun Rao,S172,,"AI, ML, Python",AWS Cloud Practitioner,Data Dashboard,Marketing Executive,600000.0,0,Mumbai,3.0,Ai,
Kiran Das,S099,MBA,"AI, ML, Python",,AI Chatbot,Cloud Engineer,550000.0,0,Remote,3.0,Ai,Masters
Arjun Rao,S293,B.Com,"Python, Excel",Azure Fundamentals,Customer Retention,Marketing Executive,600000.0,3,Kolkata,2.0,Python,Bachelors
Sneha Patel,S216,B.Com,"Python, Excel",Digital Marketing,Customer Retention,Web Developer,800000.0,1,Mumbai,2.0,Python,Bachelors
Meena Rani,S062,MCA,"Data Analytics, Power BI",Python for Everyone,Student Portal,Cloud Engineer,550000.0,0,Kolkata,2.0,Data Analytics,Masters
Amit Kumar,S048,MBA,"Java, Spring",,Sales Forecasting,Data Analyst,350000.0,2,Jaipur,2.0,Java,Masters
Neha Gupta,S418,B.Tech ECE,"Cloud, DevOps",Digital Marketing,HR Automation,HR Analyst,800000.0,0,Delhi,2.0,Cloud,Bachelors
Rahul Verma,S268,,"Management, Excel",Azure Fundamentals,Web Scraper,Marketing Executive,500000.0,2,Pune,2.0,Management,
Neha Gupta,S328,B.Com,"Python, ML, SQL",Excel Basics,Web Scraper,Business Analyst,450000.0,0,,3.0,Python,Bachelors
Neha Gupta,S201,MBA,,,Data Dashboard,Marketing Executive,600000.0,3,Kolkata,,,Masters
Arjun Rao,S135,BCA,"Java, Spring",Leadership Basics,E-commerce Website,Full Stack Developer,600000.0,2,Pune,2.0,Java,Bachelors
Ravi Singh,S028,B.Com,"Cloud, DevOps",Leadership Basics,Student Portal,Marketing Executive,700000.0,3,Kolkata,2.0,Cloud,Bachelors
Arjun Rao,S450,B.Tech CSE,"AI, ML, Python",Python for Everyone,E-commerce Website,Web Developer,550000.0,2,Hyderabad,3.0,Ai,Bachelors
Amit Kumar,S231,B.Com,,,Web Scraper,AI Engineer,550000.0,4,Hyderabad,,,Bachelors
Amit Kumar,S261,MBA,"Management, Excel",AWS Cloud Practitioner,Customer Retention,AI Engineer,800000.0,1,Pune,2.0,Management,Masters
Priya Sharma,S379,,"Java, Spring",Digital Marketing,Data Dashboard,Data Scientist,600000.0,1,Delhi,2.0,Java,
Meena Rani,S289,MCA,"AI, ML, Python",Google Data Analytics,Student Portal,HR Analyst,550000.0,2,Remote,3.0,Ai,Masters
Sneha Patel,S419,BCA,"Java, Spring",AI Certification,Sales Forecasting,Marketing Executive,800000.0,3,Hyderabad,2.0,Java,Bachelors
Neha Gupta,S163,M.Sc Data Science,"Python, ML, SQL",Python for Everyone,HR Automation,Software Developer,600000.0,1,Hyderabad,3.0,Python,Masters
Meena Rani,S392,M.Sc Data Science,"Java, Spring",Excel Basics,Data Dashboard,Full Stack Developer,550000.0,2,Chennai,2.0,Java,Masters
Arjun Rao,S491,B.Com,"React, Node.js",Python for Everyone,Web Scraper,Full Stack Developer,500000.0,1,Ahmedabad,2.0,React,Bachelors
Amit Kumar,S139,MCA,"Cloud, DevOps",Google Data Analytics,Web Scraper,Marketing Executive,550000.0,1,Jaipur,2.0,Cloud,Masters
Kiran Das,S063,B.Tech ECE,"Marketing, Sales",Java Foundations,AI Chatbot,Web Developer,600000.0,4,Ahmedabad,2.0,Marketing,Bachelors
Neha Gupta,S136,BBA,"Management, Excel",Google Data Analytics,Customer Retention,Data Scientist,400000.0,4,Kolkata,2.0,Management,Other
Sneha Patel,S129,B.Tech ECE,"Cloud, DevOps",Google Data Analytics,AI Chatbot,Web Developer,450000.0,3,Pune,2.0,Cloud,Bachelors
Rahul Verma,S009,B.Tech ECE,"Java, Spring",Java Foundations,Student Portal,Web Developer,350000.0,2,Remote,2.0,Java,Bachelors
Ravi Singh,S327,MCA,"Cloud, DevOps",,Customer Retention,Data Analyst,550000.0,0,Delhi,2.0,Cloud,Masters
Priya Sharma,S345,B.Tech CSE,"Java, Spring",Java Foundations,,Full Stack Developer,600000.0,4,Kolkata,2.0,Java,Bachelors
Arjun Rao,S065,B.Sc IT,"Data Analytics, Power BI",Python for Everyone,,Cloud Engineer,550000.0,2,Delhi,2.0,Data Analytics,Bachelors
Meena Rani,S301,M.Sc Data Science,"Marketing, Sales",Google Data Analytics,Student Portal,HR Analyst,500000.0,3,Remote,2.0,Marketing,Masters
Priya Sharma,S015,B.Tech ECE,"C++, HTML, CSS",Google Data Analytics,Customer Retention,Cloud Engineer,800000.0,3,Delhi,3.0,C++,Bachelors
Priya Sharma,S157,MBA,"Cloud, DevOps",Leadership Basics,Library Management,Marketing Executive,550000.0,1,Ahmedabad,2.0,Cloud,Masters
Sneha Patel,S041,BBA,"Python, Excel",,Sales Forecasting,Cloud Engineer,500000.0,1,Jaipur,2.0,Python,Other
Neha Gupta,S380,B.Tech CSE,"AI, ML, Python",,AI Chatbot,Full Stack Developer,450000.0,0,Pune,3.0,Ai,Bachelors
Meena Rani,S465,MCA,"Java, Spring",Data Science with R,E-commerce Website,AI Engineer,900000.0,2,Bangalore,2.0,Java,Masters
Amit Kumar,S217,MCA,"Java, Spring",Digital Marketing,Student Portal,AI Engineer,800000.0,4,Mumbai,2.0,Java,Masters
Arjun Rao,S410,,"AI, ML, Python",Excel Basics,Sales Forecasting,HR Analyst,350000.0,1,Ahmedabad,3.0,Ai,
Rahul Verma,S280,B.Tech CSE,,Google Data Analytics,Data Dashboard,AI Engineer,450000.0,0,Bangalore,,,Bachelors
Kiran Das,S499,M.Sc Data Science,"AI, ML, Python",Excel Basics,Library Management,AI Engineer,800000.0,0,Mumbai,3.0,Ai,Masters
Kiran Das,S338,B.Sc IT,"Python, ML, SQL",Leadership Basics,Student Portal,AI Engineer,800000.0,2,Mumbai,3.0,Python,Bachelors
Ravi Singh,S237,B.Sc IT,"AI, ML, Python",Azure Fundamentals,Sales Forecasting,Data Scientist,600000.0,1,Pune,3.0,Ai,Bachelors
Meena Rani,S208,M.Tech AI,"Java, Spring",AI Certification,Customer Retention,Data Scientist,800000.0,4,Ahmedabad,2.0,Java,Masters
Priya Sharma,S213,,"React, Node.js",Google Data Analytics,Student Portal,HR Analyst,700000.0,0,Ahmedabad,2.0,React,
Rahul Verma,S296,M.Tech AI,"React, Node.js",Data Science with R,Customer Retention,HR Analyst,400000.0,4,Ahmedabad,2.0,React,Masters
Rahul Verma,S252,B.Com,"Python, ML, SQL",AI Certification,Market Analysis,Web Developer,500000.0,1,Chennai,3.0,Python,Bachelors
Rahul Verma,S456,,"AI, ML, Python",Digital Marketing,HR Automation,Web Developer,350000.0,4,Remote,3.0,Ai,
Priya Sharma,S304,MBA,,AI Certification,Student Portal,Full Stack Developer,800000.0,2,Chennai,,,Masters
Arjun Rao,S351,MCA,"Python, Excel",Azure Fundamentals,Web Scraper,AI Engineer,500000.0,0,Hyderabad,2.0,Python,Masters
Amit Kumar,S270,MBA,"AI, ML, Python",Java Foundations,Sales Forecasting,AI Engineer,600000.0,2,Ahmedabad,3.0,Ai,Masters
Arjun Rao,S446,MBA,"Python, Excel",Python for Everyone,Sales Forecasting,Data Analyst,500000.0,1,Remote,2.0,Python,Masters
Priya Sharma,S202,B.Sc IT,,,Sales Forecasting,Data Analyst,800000.0,3,Pune,,,Bachelors
Meena Rani,S162,M.Tech AI,"Cloud, DevOps",Excel Basics,E-commerce Website,HR Analyst,500000.0,4,Chennai,2.0,Cloud,Masters
Meena Rani,S044,M.Tech AI,"Cloud, DevOps",Digital Marketing,Web Scraper,HR Analyst,700000.0,3,Hyderabad,2.0,Cloud,Masters
Ravi Singh,S218,M.Tech AI,"Cloud, DevOps",Java Foundations,Customer Retention,Full Stack Developer,450000.0,4,Ahmedabad,2.0,Cloud,Masters
Sneha Patel,S402,MCA,"AI, ML, Python",Azure Fundamentals,Sales Forecasting,AI Engineer,450000.0,2,Mumbai,3.0,Ai,Masters
Meena Rani,S191,B.Tech CSE,"Data Analytics, Power BI",,Customer Retention,Data Scientist,400000.0,2,Bangalore,2.0,Data Analytics,Bachelors
Kiran Das,S477,B.Tech ECE,"C++, HTML, CSS",Google Data Analytics,Customer Retention,Data Scientist,550000.0,4,Kolkata,3.0,C++,Bachelors
Meena Rani,S310,BBA,"React, Node.js",Python for Everyone,HR Automation,Web Developer,400000.0,4,Jaipur,2.0,React,Other
Ravi Singh,S260,B.Com,"Cloud, DevOps",AWS Cloud Practitioner,Data Dashboard,Data Scientist,800000.0,2,Bangalore,2.0,Cloud,Bachelors
Rahul Verma,S054,B.Com,"C++, HTML, CSS",Python for Everyone,HR Automation,HR Analyst,450000.0,3,Jaipur,3.0,C++,Bachelors
Amit Kumar,S390,B.Tech ECE,"Data Analytics, Power BI",Excel Basics,HR Automation,Business Analyst,500000.0,0,Bangalore,2.0,Data Analytics,Bachelors
Kiran Das,S002,B.Com,"Data Analytics, Power BI",,,Data Scientist,400000.0,2,Chennai,2.0,Data Analytics,Bachelors
Arjun Rao,S360,B.Tech ECE,"Data Analytics, Power BI",Digital Marketing,Student Portal,AI Engineer,800000.0,0,Delhi,2.0,Data Analytics,Bachelors
Arjun Rao,S050,MCA,"AI, ML, Python",AI Certification,Web Scraper,AI Engineer,400000.0,2,Bangalore,3.0,Ai,Masters
Rahul Verma,S420,BBA,"Python, ML, SQL",Java Foundations,Student Portal,Data Analyst,500000.0,4,Kolkata,3.0,Python,Other
Amit Kumar,S081,BBA,,Data Science with R,Library Management,Data Analyst,350000.0,2,Remote,,,Other
Rahul Verma,S206,BBA,"Data Analytics, Power BI",Google Data Analytics,Data Dashboard,Business Analyst,500000.0,1,Jaipur,2.0,Data Analytics,Other
Priya Sharma,S035,B.Sc IT,"AI, ML, Python",AWS Cloud Practitioner,Customer Retention,Cloud Engineer,400000.0,0,Delhi,3.0,Ai,Bachelors
Amit Kumar,S431,BBA,"Cloud, DevOps",Azure Fundamentals,,Marketing Executive,450000.0,3,Chennai,2.0,Cloud,Other
Rahul Verma,S264,B.Tech ECE,,,E-commerce Website,AI Engineer,550000.0,0,,,,Bachelors
Rahul Verma,S428,,"Java, Spring",,Customer Retention,Marketing Executive,350000.0,3,Hyderabad,2.0,Java,
Neha Gupta,S455,B.Tech CSE,"AI, ML, Python",,AI Chatbot,Data Scientist,550000.0,1,Jaipur,3.0,Ai,Bachelors
Sneha Patel,S444,M.Tech AI,"Marketing, Sales",,Student Portal,Marketing Executive,550000.0,1,Chennai,2.0,Marketing,Masters
Neha Gupta,S367,BBA,"C++, HTML, CSS",Digital Marketing,Web Scraper,Software Developer,900000.0,4,Bangalore,3.0,C++,Other
Ankit Mehta,S092,B.Tech CSE,"Marketing, Sales",Google Data Analytics,HR Automation,Marketing Executive,900000.0,0,Bangalore,2.0,Marketing,Bachelors
Arjun Rao,S340,BCA,"Python, Excel",AI Certification,Library Management,Web Developer,450000.0,3,Jaipur,2.0,Python,Bachelors
Arjun Rao,S053,MCA,"Cloud, DevOps",Google Data Analytics,Market Analysis,Web Developer,450000.0,2,Mumbai,2.0,Cloud,Masters
Priya Sharma,S346,MCA,"Management, Excel",Excel Basics,Data Dashboard,Business Analyst,450000.0,0,,2.0,Management,Masters
Ravi Singh,S265,BCA,"Data Analytics, Power BI",Excel Basics,Student Portal,HR Analyst,450000.0,0,Jaipur,2.0,Data Analytics,Bachelors
Kiran Das,S014,B.Sc IT,"React, Node.js",Data Science with R,AI Chatbot,Web Developer,350000.0,3,Jaipur,2.0,React,Bachelors
Meena Rani,S316,BCA,"Cloud, DevOps",Azure Fundamentals,,Data Scientist,600000.0,2,Mumbai,2.0,Cloud,Bachelors
Arjun Rao,S089,B.Sc IT,"Cloud, DevOps",Azure Fundamentals,AI Chatbot,Data Scientist,500000.0,1,Mumbai,2.0,Cloud,Bachelors
Ravi Singh,S388,M.Tech AI,"Python, Excel",Google Data Analytics,Sales Forecasting,Marketing Executive,400000.0,2,Jaipur,2.0,Python,Masters
Priya Sharma,S274,MBA,"Python, ML, SQL",Java Foundations,Student Portal,HR Analyst,450000.0,1,Jaipur,3.0,Python,Masters
Arjun Rao,S167,M.Tech AI,"Data Analytics, Power BI",Excel Basics,Student Portal,Full Stack Developer,800000.0,4,Bangalore,2.0,Data Analytics,Masters
Arjun Rao,S485,BBA,"Cloud, DevOps",Azure Fundamentals,Sales Forecasting,Data Analyst,500000.0,0,Remote,2.0,Cloud,Other
Neha Gupta,S244,,"React, Node.js",Data Science with R,Customer Retention,Marketing Executive,350000.0,4,Remote,2.0,React,
Priya Sharma,S190,B.Tech CSE,"Data Analytics, Power BI",Leadership Basics,Customer Retention,Software Developer,450000.0,0,Pune,2.0,Data Analytics,Bachelors
Ravi Singh,S476,BBA,"React, Node.js",AI Certification,Market Analysis,Marketing Executive,900000.0,2,Delhi,2.0,React,Other
Ankit Mehta,S059,B.Tech ECE,"Python, Excel",Data Science with R,Data Dashboard,Business Analyst,350000.0,0,Pune,2.0,Python,Bachelors
Rahul Verma,S475,M.Tech AI,"Management, Excel",Excel Basics,HR Automation,Web Developer,350000.0,2,Remote,2.0,Management,Masters
Kiran Das,S253,M.Tech AI,"Cloud, DevOps",Digital Marketing,E-commerce Website,Data Analyst,400000.0,4,Ahmedabad,2.0,Cloud,Masters
Meena Rani,S022,B.Tech ECE,"AI, ML, Python",Google Data Analytics,Customer Retention,HR Analyst,450000.0,3,Bangalore,3.0,Ai,Bachelors
Priya Sharma,S314,B.Tech CSE,"React, Node.js",Leadership Basics,Student Portal,Business Analyst,800000.0,3,Mumbai,2.0,React,Bachelors
Ankit Mehta,S460,MBA,"C++, HTML, CSS",Java Foundations,Data Dashboard,Data Scientist,800000.0,1,Delhi,3.0,C++,Masters
Rahul Verma,S161,MBA,"Management, Excel",Excel Basics,HR Automation,Data Analyst,600000.0,0,Pune,2.0,Management,Masters
Sneha Patel,S277,MBA,"React, Node.js",Azure Fundamentals,Student Portal,Software Developer,800000.0,1,Chennai,2.0,React,Masters
Amit Kumar,S192,B.Com,"C++, HTML, CSS",Java Foundations,Student Portal,Web Developer,450000.0,3,Hyderabad,3.0,C++,Bachelors
Arjun Rao,S386,B.Sc IT,"Cloud, DevOps",Leadership Basics,Market Analysis,Marketing Executive,600000.0,2,Delhi,2.0,Cloud,Bachelors
Ravi Singh,S414,B.Sc IT,"AI, ML, Python",,Library Management,Web Developer,550000.0,0,Bangalore,3.0,Ai,Bachelors
Ravi Singh,S344,B.Sc IT,"Marketing, Sales",Google Data Analytics,Library Management,HR Analyst,600000.0,4,Pune,2.0,Marketing,Bachelors
Ravi Singh,S309,B.Sc IT,"React, Node.js",AWS Cloud Practitioner,HR Automation,Marketing Executive,450000.0,2,Hyderabad,2.0,React,Bachelors
Sneha Patel,S100,M.Tech AI,"React, Node.js",Google Data Analytics,Student Portal,Data Analyst,600000.0,3,Hyderabad,2.0,React,Masters
Amit Kumar,S373,B.Tech ECE,"Java, Spring",Google Data Analytics,Market Analysis,Data Scientist,800000.0,0,Pune,2.0,Java,Bachelors
Ravi Singh,S088,MCA,"Cloud, DevOps",Google Data Analytics,Library Management,Software Developer,900000.0,0,Remote,2.0,Cloud,Masters
Ravi Singh,S459,BBA,"Data Analytics, Power BI",AI Certification,Data Dashboard,Software Developer,550000.0,1,,2.0,Data Analytics,Other
Sneha Patel,S331,BCA,"C++, HTML, CSS",Java Foundations,,Web Developer,500000.0,4,Mumbai,3.0,C++,Bachelors
Neha Gupta,S215,MCA,"C++, HTML, CSS",Data Science with R,HR Automation,AI Engineer,600000.0,2,Remote,3.0,C++,Masters
Ankit Mehta,S467,BCA,"C++, HTML, CSS",Leadership Basics,Sales Forecasting,HR Analyst,500000.0,2,Hyderabad,3.0,C++,Bachelors
Meena Rani,S122,BCA,"Python, ML, SQL",Digital Marketing,,Software Developer,600000.0,4,Kolkata,3.0,Python,Bachelors
Rahul Verma,S021,B.Sc IT,"Python, ML, SQL",Google Data Analytics,E-commerce Website,AI Engineer,800000.0,0,Bangalore,3.0,Python,Bachelors
Sneha Patel,S072,BBA,"Python, Excel",Azure Fundamentals,Market Analysis,Marketing Executive,600000.0,2,Kolkata,2.0,Python,Other
Amit Kumar,S107,M.Tech AI,"React, Node.js",Excel Basics,Customer Retention,Cloud Engineer,900000.0,1,Kolkata,2.0,React,Masters
Meena Rani,S271,M.Sc Data Science,"Python, ML, SQL",Digital Marketing,Customer Retention,HR Analyst,350000.0,3,Pune,3.0,Python,Masters
Rahul Verma,S436,BBA,"Management, Excel",Excel Basics,Sales Forecasting,Data Analyst,550000.0,2,Delhi,2.0,Management,Other
Ankit Mehta,S103,B.Com,"AI, ML, Python",Leadership Basics,Sales Forecasting,Web Developer,450000.0,2,Chennai,3.0,Ai,Bachelors
